strategy,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_runtime,eval_samples_per_second,eval_steps_per_second,epoch
standard,0.0053016082383692265,0.9991907514450867,0.9991953098057248,0.9993101862497126,0.999080459770115,14.5782,1186.707,148.373,3.0
